Date,Open,High,Low,Close,Adj Close,Volume
2022-10-03,112.02999877929688,115.12999725341797,111.31999969482422,114.31999969482422,113.33202362060547,1267900
2022-10-04,116.76000213623047,118.55000305175781,116.55999755859375,118.52999877929688,117.5056381225586,1131100
2022-10-05,116.80000305175781,119.01000213623047,116.20999908447266,118.22000122070312,117.19831848144531,1157900
2022-10-06,117.8499984741211,118.87999725341797,116.63999938964844,118.08000183105469,117.05953216552734,1557200
2022-10-07,116.44000244140625,117.22000122070312,113.44000244140625,114.16000366210938,113.17341613769531,1610400
2022-10-10,115.62000274658203,115.62000274658203,111.43000030517578,111.66999816894531,110.70492553710938,1261400
2022-10-11,111.19999694824219,112.5,109.0,109.91999816894531,108.97005462646484,1490300
2022-10-12,110.3499984741211,110.3499984741211,107.87999725341797,108.13999938964844,107.20542907714844,1377500
2022-10-13,106.0199966430664,112.16000366210938,104.76000213623047,111.45999908447266,110.49674224853516,1510700
2022-10-14,112.26000213623047,112.76000213623047,107.48999786376953,107.5199966430664,106.59078979492188,1609600
2022-10-17,110.12000274658203,112.16000366210938,109.87999725341797,111.91000366210938,110.94285583496094,1583100
2022-10-18,114.97000122070312,115.81999969482422,111.62999725341797,112.91000366210938,111.93421173095703,1180000
2022-10-19,112.20999908447266,112.83000183105469,110.5999984741211,112.02999877929688,111.06181335449219,1175200
2022-10-20,112.38999938964844,113.95999908447266,110.18000030517578,110.91000366210938,109.95149993896484,1152000
2022-10-21,110.70999908447266,115.19000244140625,110.41000366210938,114.88999938964844,113.89710235595703,1151500
2022-10-24,115.13999938964844,116.30999755859375,113.52999877929688,115.4800033569336,114.48200225830078,1321300
2022-10-25,114.95999908447266,117.27999877929688,114.37999725341797,117.2699966430664,116.25653076171875,1584400
2022-10-26,117.2300033569336,119.95999908447266,116.51000213623047,118.8499984741211,117.8228759765625,1540400
2022-10-27,120.0,120.80000305175781,118.7699966430664,119.0,117.9715805053711,1570200
2022-10-28,119.6500015258789,123.06999969482422,119.55999755859375,122.6500015258789,121.59004211425781,1146900
2022-10-31,121.83999633789062,123.38999938964844,121.55000305175781,122.2300033569336,121.17367553710938,2088400
2022-11-01,123.69000244140625,124.08000183105469,121.76000213623047,123.44000244140625,122.37320709228516,1902300
2022-11-02,117.1500015258789,118.37999725341797,113.0199966430664,113.63999938964844,112.65789794921875,4040100
2022-11-03,113.0,115.5,110.87999725341797,112.94999694824219,111.97386169433594,2271200
2022-11-04,115.38999938964844,116.91999816894531,114.6500015258789,116.68000030517578,115.671630859375,1559500
2022-11-07,117.91000366210938,117.98999786376953,115.55999755859375,116.79000091552734,115.78068542480469,2302800
2022-11-08,117.20999908447266,118.47000122070312,116.13999938964844,117.1500015258789,116.1375732421875,2218100
2022-11-09,116.38999938964844,116.38999938964844,113.9800033569336,114.19999694824219,113.21305847167969,1646500
2022-11-10,119.7300033569336,122.70999908447266,118.91999816894531,122.1500015258789,121.0943603515625,2050700
2022-11-11,122.9000015258789,125.86000061035156,122.0,124.11000061035156,123.03741455078125,2773800
2022-11-14,124.0,127.26000213623047,123.5,124.5199966430664,123.4438705444336,2487500
2022-11-15,126.73999786376953,128.5500030517578,125.56999969482422,127.02999877929688,125.93218231201172,1974800
2022-11-16,126.36000061035156,127.7300033569336,125.31999969482422,125.76000213623047,124.67315673828125,2113200
2022-11-17,122.5199966430664,124.66000366210938,121.5999984741211,124.38999938964844,123.86656951904297,2009800
2022-11-18,126.38999938964844,126.86000061035156,125.2300033569336,126.38999938964844,125.858154296875,1454100
2022-11-21,125.95999908447266,126.47000122070312,124.2300033569336,124.69000244140625,124.16531372070312,1053700
2022-11-22,125.06999969482422,126.5999984741211,125.06999969482422,126.56999969482422,126.03739929199219,1624400
2022-11-23,127.0,127.66000366210938,126.19000244140625,127.26000213623047,126.72449493408203,1666600
2022-11-25,127.68000030517578,128.61000061035156,127.30999755859375,127.98999786376953,127.45142364501953,654200
2022-11-28,126.66999816894531,126.9800033569336,124.0999984741211,124.62000274658203,124.0956039428711,1823300
2022-11-29,124.56999969482422,125.43000030517578,123.06999969482422,123.94000244140625,123.41846466064453,1172900
2022-11-30,124.33000183105469,126.19000244140625,122.11000061035156,126.12000274658203,125.58929443359375,2984000
