Date,Open,High,Low,Close,Adj Close,Volume
2022-10-03,295.8699951171875,296.80999755859375,291.30999755859375,293.95001220703125,291.99957275390625,868000
2022-10-04,295.1400146484375,299.67999267578125,294.260009765625,297.0,295.0293273925781,1062500
2022-10-05,292.7900085449219,295.6499938964844,288.7900085449219,293.9200134277344,291.96978759765625,654400
2022-10-06,294.6000061035156,295.8699951171875,287.1099853515625,287.9599914550781,286.04931640625,787200
2022-10-07,285.6700134277344,287.32000732421875,280.8299865722656,283.6700134277344,281.78778076171875,842900
2022-10-10,284.82000732421875,290.0299987792969,284.05999755859375,287.6000061035156,285.69171142578125,920000
2022-10-11,286.5,290.7900085449219,285.0899963378906,289.9100036621094,287.98638916015625,747500
2022-10-12,289.9700012207031,291.1099853515625,286.44000244140625,286.9100036621094,285.00628662109375,475600
2022-10-13,282.1099853515625,291.0199890136719,281.7699890136719,289.239990234375,287.32080078125,851500
2022-10-14,292.75,293.9200134277344,281.4599914550781,281.7900085449219,279.9202575683594,853900
2022-10-17,286.44000244140625,294.2099914550781,285.3500061035156,291.739990234375,289.8042297363281,1030600
2022-10-18,296.6400146484375,301.69000244140625,294.6000061035156,297.20001220703125,295.22802734375,853800
2022-10-19,293.7799987792969,297.0,290.5299987792969,290.8999938964844,288.96978759765625,627900
2022-10-20,292.57000732421875,295.6199951171875,291.3699951171875,293.0899963378906,291.145263671875,840200
2022-10-21,292.760009765625,294.0400085449219,287.5199890136719,292.67999267578125,290.73797607421875,1558100
2022-10-24,294.5199890136719,296.4200134277344,290.0899963378906,291.3399963378906,289.4068908691406,772100
2022-10-25,292.55999755859375,301.2300109863281,291.25,300.1099853515625,298.1186828613281,881000
2022-10-26,300.20001220703125,303.2099914550781,296.6700134277344,298.0799865722656,296.1021423339844,681100
2022-10-27,299.989990234375,301.0299987792969,296.32000732421875,297.8399963378906,295.8637390136719,650000
2022-10-28,296.6600036621094,312.7699890136719,295.1499938964844,311.5400085449219,309.4728698730469,798000
2022-10-31,310.7200012207031,312.739990234375,308.1600036621094,309.75,307.6947326660156,1080300
2022-11-01,310.989990234375,311.7300109863281,305.8500061035156,307.6400146484375,305.5987548828125,827200
2022-11-02,307.2699890136719,307.2699890136719,282.5299987792969,283.0199890136719,281.14208984375,1534800
2022-11-03,280.0,280.010009765625,275.4200134277344,276.6700134277344,274.834228515625,1417000
2022-11-04,277.17999267578125,278.3800048828125,270.8599853515625,277.7300109863281,275.88720703125,1050900
2022-11-07,281.4599914550781,283.2900085449219,270.7300109863281,274.3299865722656,272.5097351074219,756300
2022-11-08,275.80999755859375,288.7099914550781,275.0400085449219,286.7099914550781,284.8075866699219,1327500
2022-11-09,287.94000244140625,292.6700134277344,284.6199951171875,284.7099914550781,282.82086181640625,996200
2022-11-10,296.70001220703125,304.3299865722656,294.75,302.80999755859375,300.80078125,1076700
2022-11-11,303.2799987792969,304.6300048828125,292.57000732421875,295.17999267578125,293.2214050292969,655700
2022-11-14,296.0,296.6499938964844,290.5899963378906,290.739990234375,288.81085205078125,781100
2022-11-15,294.1000061035156,295.8599853515625,286.30999755859375,289.1000061035156,287.1817626953125,925500
2022-11-16,289.7699890136719,296.57000732421875,289.4200134277344,291.1000061035156,289.1684875488281,843100
2022-11-17,287.30999755859375,292.45001220703125,287.07000732421875,289.3800048828125,287.45989990234375,511900
2022-11-18,292.19000244140625,294.8500061035156,288.4700012207031,293.510009765625,291.5625,1048500
2022-11-21,292.2099914550781,298.010009765625,292.2099914550781,297.5400085449219,295.5657653808594,713900
2022-11-22,298.1600036621094,299.67999267578125,295.489990234375,299.3500061035156,297.3637390136719,624700
2022-11-23,299.0,299.3599853515625,294.95001220703125,297.1199951171875,295.1485290527344,1057200
2022-11-25,299.6600036621094,302.7200012207031,296.5,298.6099853515625,296.6286315917969,394000
2022-11-28,297.20001220703125,298.70001220703125,287.8900146484375,288.54998779296875,286.6353759765625,993300
2022-11-29,288.9100036621094,290.6400146484375,287.2699890136719,290.6000061035156,288.67181396484375,972600
2022-11-30,289.2200012207031,298.1400146484375,287.5799865722656,297.9599914550781,295.9829406738281,2217400
2022-12-01,300.05999755859375,301.1199951171875,292.2300109863281,295.4800109863281,293.5194396972656,652400
2022-12-02,291.9700012207031,296.92999267578125,291.1400146484375,295.79998779296875,293.8372802734375,632900
2022-12-05,293.25,295.8299865722656,289.3900146484375,289.45001220703125,287.5294494628906,1049700
2022-12-06,290.0400085449219,290.5299987792969,285.7200012207031,288.989990234375,287.0724792480469,908200
2022-12-07,290.489990234375,297.57000732421875,286.2900085449219,296.82000732421875,294.85052490234375,937400
2022-12-08,297.57000732421875,306.2799987792969,295.9800109863281,302.67999267578125,300.671630859375,1081100
2022-12-09,301.9100036621094,302.8699951171875,297.5199890136719,297.6000061035156,295.6253662109375,657700
2022-12-12,297.6000061035156,301.7699890136719,295.489990234375,301.4200134277344,299.4200134277344,983900
2022-12-13,306.7900085449219,307.5400085449219,300.1000061035156,301.9200134277344,301.9200134277344,992100
2022-12-14,303.42999267578125,306.7300109863281,298.5299987792969,300.17999267578125,300.17999267578125,1254500
2022-12-15,296.75,301.7099914550781,293.9700012207031,298.80999755859375,298.80999755859375,1353900
2022-12-16,295.0199890136719,296.30999755859375,284.1499938964844,286.4700012207031,286.4700012207031,2001900
2022-12-19,285.6499938964844,286.4599914550781,282.6400146484375,284.42999267578125,284.42999267578125,730900
2022-12-20,282.510009765625,286.3399963378906,280.010009765625,282.260009765625,282.260009765625,594700
2022-12-21,284.2300109863281,288.0,282.8299865722656,283.6700134277344,283.6700134277344,574900
2022-12-22,281.8999938964844,283.3500061035156,276.7699890136719,279.989990234375,279.989990234375,731700
2022-12-23,278.5799865722656,284.6000061035156,277.0,283.2099914550781,283.2099914550781,459800
2022-12-27,282.7799987792969,283.8999938964844,280.8599853515625,283.0400085449219,283.0400085449219,314100
2022-12-28,283.9700012207031,285.239990234375,277.1000061035156,277.989990234375,277.989990234375,574200
2022-12-29,280.1199951171875,284.1499938964844,278.8900146484375,282.5799865722656,282.5799865722656,403500
2022-12-30,281.4700012207031,281.989990234375,276.9599914550781,280.19000244140625,280.19000244140625,432900
