Date,Open,High,Low,Close,Adj Close,Volume
2022-10-03,216.88999938964844,219.1999969482422,212.35000610351562,217.1699981689453,214.0148162841797,2102200
2022-10-04,218.9499969482422,224.33999633789062,217.97000122070312,220.0800018310547,216.88255310058594,2032800
2022-10-05,217.13999938964844,217.5399932861328,211.3800048828125,214.13999938964844,211.0288543701172,1518700
2022-10-06,213.6199951171875,214.16000366210938,202.77999877929688,203.07000732421875,200.11968994140625,2908700
2022-10-07,199.1199951171875,201.02999877929688,193.41000366210938,194.6300048828125,193.20086669921875,3165300
2022-10-10,196.0,198.1699981689453,188.9600067138672,189.5800018310547,188.1879425048828,1992300
2022-10-11,189.44000244140625,191.97999572753906,185.27000427246094,189.27000427246094,187.88021850585938,2463100
2022-10-12,188.5800018310547,189.35000610351562,182.3000030517578,183.7899932861328,182.44044494628906,2572500
2022-10-13,179.8699951171875,191.44000244140625,178.1699981689453,189.85000610351562,188.45596313476562,3518100
2022-10-14,191.61000061035156,192.6699981689453,185.05999755859375,185.77999877929688,184.41583251953125,2466400
2022-10-17,189.75999450683594,195.89999389648438,188.8300018310547,192.49000549316406,191.07656860351562,3040900
2022-10-18,194.52000427246094,197.94000244140625,194.22000122070312,197.22000122070312,195.77183532714844,3253400
2022-10-19,195.00999450683594,196.19000244140625,190.50999450683594,190.99000549316406,189.58758544921875,1824700
2022-10-20,191.14999389648438,191.16000366210938,185.3699951171875,188.0,186.61953735351562,2515600
2022-10-21,188.97000122070312,188.97000122070312,183.1300048828125,187.55999755859375,186.18276977539062,2078000
2022-10-24,189.9199981689453,191.42999267578125,184.17999267578125,185.39999389648438,184.0386199951172,1856400
2022-10-25,185.9600067138672,196.0500030517578,185.9199981689453,195.52999877929688,194.09425354003906,2495200
2022-10-26,195.32000732421875,199.30999755859375,194.2100067138672,196.9199981689453,195.4740447998047,2512300
2022-10-27,198.8699951171875,203.9499969482422,196.17999267578125,198.67999267578125,197.2211151123047,3414500
2022-10-28,197.3000030517578,208.3699951171875,197.3000030517578,204.7100067138672,203.20684814453125,2613600
2022-10-31,201.64999389648438,209.8800048828125,200.6999969482422,207.19000244140625,205.6686248779297,2513500
2022-11-01,209.41000366210938,213.32000732421875,206.58999633789062,207.8800048828125,206.3535614013672,1907000
2022-11-02,206.72999572753906,212.00999450683594,202.35000610351562,205.19000244140625,203.68331909179688,2655500
2022-11-03,203.2100067138672,204.55999755859375,201.0800018310547,201.3300018310547,199.85165405273438,1703800
2022-11-04,202.91000366210938,204.3800048828125,199.13999938964844,203.9199981689453,202.42263793945312,1788100
2022-11-07,204.63999938964844,205.99000549316406,201.6999969482422,202.02000427246094,200.53659057617188,1828800
2022-11-08,202.02000427246094,205.49000549316406,201.10000610351562,203.02000427246094,201.5292510986328,2071800
2022-11-09,204.00999450683594,206.72999572753906,200.39999389648438,201.0399932861328,199.56378173828125,1530300
2022-11-10,213.11000061035156,221.5800018310547,209.63999938964844,220.89999389648438,219.2779541015625,2781200
2022-11-11,222.80999755859375,225.44000244140625,221.02000427246094,223.25999450683594,221.62062072753906,1915700
2022-11-14,221.77999877929688,222.1699981689453,215.22999572753906,215.3800048828125,213.79849243164062,1628000
2022-11-15,215.39999389648438,219.82000732421875,215.07000732421875,219.5800018310547,217.9676513671875,2152200
2022-11-16,220.08999633789062,223.05999755859375,218.1300048828125,219.14999389648438,217.54080200195312,2400800
2022-11-17,217.72000122070312,219.58999633789062,214.38999938964844,216.33999633789062,214.75143432617188,2144600
2022-11-18,217.6300048828125,220.2100067138672,214.6300048828125,215.92999267578125,214.34445190429688,2360400
2022-11-21,215.58999633789062,220.24000549316406,215.58999633789062,219.91000366210938,218.29522705078125,1682400
2022-11-22,220.72999572753906,221.1999969482422,215.47000122070312,218.1300048828125,216.52830505371094,1562400
2022-11-23,218.1999969482422,220.4199981689453,216.25999450683594,218.25,216.6474151611328,1210500
2022-11-25,219.63999938964844,221.24000549316406,218.3800048828125,220.0800018310547,218.4639892578125,566500
2022-11-28,218.7100067138672,220.3699951171875,213.0399932861328,213.89999389648438,212.329345703125,1367200
2022-11-29,214.80999755859375,217.27000427246094,213.32000732421875,217.22000122070312,215.62498474121094,1848100
2022-11-30,215.8800048828125,221.33999633789062,214.6699981689453,221.25,219.62538146972656,3889200
2022-12-01,224.4199981689453,225.97000122070312,219.88999938964844,221.3000030517578,219.67501831054688,1708700
2022-12-02,218.27000427246094,220.91000366210938,216.27000427246094,219.3699951171875,217.75918579101562,1354400
2022-12-05,215.9499969482422,218.49000549316406,214.5800018310547,215.61000061035156,214.0268096923828,1454200
2022-12-06,216.27000427246094,216.85000610351562,211.75999450683594,212.52000427246094,210.95950317382812,1672200
2022-12-07,211.92999267578125,215.60000610351562,209.4600067138672,211.11000061035156,209.55984497070312,1624800
2022-12-08,210.38999938964844,213.8300018310547,209.22000122070312,212.25,210.69146728515625,2465300
2022-12-09,211.97000122070312,216.38999938964844,211.27000427246094,213.83999633789062,212.26979064941406,1646800
2022-12-12,214.8800048828125,215.92999267578125,211.97000122070312,215.8699951171875,214.28488159179688,1847700
2022-12-13,222.9600067138672,227.97000122070312,220.91000366210938,223.38999938964844,221.7496795654297,2179100
2022-12-14,222.72000122070312,226.97000122070312,219.74000549316406,219.85000610351562,218.2356719970703,1902800
2022-12-15,217.32000732421875,221.38999938964844,216.5399932861328,218.22000122070312,216.61764526367188,1693100
2022-12-16,215.08999633789062,215.14999389648438,208.0800018310547,213.4499969482422,211.88265991210938,3724100
2022-12-19,213.14999389648438,213.14999389648438,207.75999450683594,209.6199951171875,208.08078002929688,1401700
2022-12-20,207.9600067138672,210.42999267578125,205.75999450683594,208.69000244140625,207.15762329101562,1307500
2022-12-21,209.7899932861328,213.38999938964844,209.49000549316406,210.60000610351562,209.05360412597656,1410200
2022-12-22,209.36000061035156,211.10000610351562,206.39999389648438,210.60000610351562,209.05360412597656,2212200
2022-12-23,209.41000366210938,212.58999633789062,209.00999450683594,212.4499969482422,210.88999938964844,1146700
2022-12-27,211.0,211.67999267578125,208.63999938964844,210.89999389648438,210.89999389648438,1550000
2022-12-28,211.35000610351562,214.25,209.99000549316406,210.10000610351562,210.10000610351562,1411700
2022-12-29,211.85000610351562,216.6999969482422,210.1300048828125,215.74000549316406,215.74000549316406,1323900
2022-12-30,214.3300018310547,215.1999969482422,209.17999267578125,211.86000061035156,211.86000061035156,1450400
