Date,Open,High,Low,Close,Adj Close,Volume
2022-10-03,73.06999969482422,75.81999969482422,71.83000183105469,75.55000305175781,75.01180267333984,2095700
2022-10-04,76.5,79.12999725341797,76.33000183105469,79.0,78.43722534179688,1593000
2022-10-05,77.98999786376953,78.98999786376953,77.63999938964844,78.52999877929688,77.97056579589844,1399000
2022-10-06,77.91000366210938,78.69999694824219,77.5,78.31999969482422,77.76206970214844,1614700
2022-10-07,76.79000091552734,77.33000183105469,75.5199966430664,76.04000091552734,75.49830627441406,1663200
2022-10-10,76.26000213623047,77.08999633789062,75.44000244140625,76.12000274658203,75.57774353027344,2535300
2022-10-11,75.26000213623047,77.08000183105469,75.06999969482422,75.70999908447266,75.17066192626953,1350000
2022-10-12,75.52999877929688,76.56999969482422,75.05999755859375,76.04000091552734,75.49830627441406,1519700
2022-10-13,74.91000366210938,78.9800033569336,74.08999633789062,78.77999877929688,78.21878814697266,2192800
2022-10-14,79.1500015258789,79.94999694824219,76.43000030517578,76.61000061035156,76.06424713134766,1598800
2022-10-17,78.02999877929688,78.62000274658203,77.2300033569336,78.22000122070312,77.66278076171875,1607000
2022-10-18,79.9800033569336,80.2699966430664,79.13999938964844,79.87999725341797,79.31095123291016,1582200
2022-10-19,79.12000274658203,80.05000305175781,78.4000015258789,78.7699966430664,78.20885467529297,1925600
2022-10-20,78.4800033569336,79.5999984741211,77.51000213623047,77.55999755859375,77.00747680664062,1767200
2022-10-21,77.44999694824219,79.08999633789062,76.55000305175781,78.83999633789062,78.27835845947266,6279400
2022-10-24,78.91000366210938,80.38999938964844,78.80000305175781,80.02999877929688,79.45988464355469,1862600
2022-10-25,79.37999725341797,80.36000061035156,79.33000183105469,80.13999938964844,79.56909942626953,2180200
2022-10-26,80.54000091552734,81.27999877929688,80.33000183105469,80.87999725341797,80.30382537841797,1779500
2022-10-27,81.4800033569336,82.6500015258789,81.36000061035156,81.83999633789062,81.25698852539062,1740100
2022-10-28,83.0,88.30999755859375,82.80999755859375,88.01000213623047,87.38304138183594,3594200
2022-10-31,86.5,88.5199966430664,86.43000030517578,88.12999725341797,87.50218200683594,2493500
2022-11-01,87.45999908447266,89.18000030517578,87.45999908447266,88.31999969482422,87.69082641601562,1601400
2022-11-02,88.05999755859375,89.2699966430664,86.4800033569336,86.79000091552734,86.1717300415039,2120300
2022-11-03,85.54000091552734,87.27999877929688,85.19000244140625,86.51000213623047,85.89372253417969,1361800
